Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
08/24/2018,104,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,101,52,104,13
08/24/2019,56,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,51,.,56,5
08/24/2020,172,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,11,108,81,172,9
08/24/2021,108,Ozone,Paradise - Airport,06-007-0007,AQS,5,108,49,76,11
08/24/2022,58,Ozone,Chico-East Avenue,06-007-0008,AQS,2,58,29,44,8
08/24/2023,67,Ozone,Paradise - Airport,06-007-0007,AQS,3,67,38,51,17
08/24/2024,42,Ozone,Chico-East Avenue,06-007-0008,AQS,2,42,6,29,9
08/25/2018,140,Ozone,Paradise - Airport,06-007-0007,AQS,6,140,49,108,13
08/25/2019,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,.,52,8
08/25/2020,172,PM2.5,Paradise - Theater,06-007-2002,AQS,11,87,76,172,11
08/25/2021,126,Ozone,Paradise - Airport,06-007-0007,AQS,5,126,53,84,8
08/25/2022,49,Ozone,Chico-East Avenue,06-007-0008,AQS,2,49,29,38,8
08/25/2023,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,49,31,56,7
08/25/2024,48,Ozone,Paradise-Clark,06-007-2003,AQS,2,48,7,29,14
08/26/2018,105,Ozone,Paradise - Airport,06-007-0007,AQS,6,105,43,92,8
08/26/2019,49,Ozone,Paradise - Airport,06-007-0007,AQS,3,49,.,46,14
08/26/2020,140,PM2.5,Paradise - Theater,06-007-2002,AQS,7,87,62,140,8
08/26/2021,97,Ozone,Paradise - Airport,06-007-0007,AQS,6,97,54,81,18
08/26/2022,58,Ozone,Chico-East Avenue,06-007-0008,AQS,2,58,29,34,8
08/26/2023,50,Ozone,Paradise - Airport,06-007-0007,AQS,2,50,17,42,8
08/26/2024,71,Ozone,Paradise-Clark,06-007-2003,AQS,3,71,25,43,17
08/27/2018,69,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,.,38,69,13
08/27/2019,64,Ozone,Paradise - Airport,06-007-0007,AQS,3,64,39,47,13
08/27/2020,99,PM2.5,Paradise - Theater,06-007-2002,AQS,6,61,51,99,9
08/27/2021,155,PM2.5,Paradise - Theater,06-007-2002,AQS,8,84,74,155,14
08/27/2022,49,Ozone,Chico-East Avenue,06-007-0008,AQS,2,49,22,38,7
08/27/2023,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,14,47,7
08/27/2024,71,Ozone,Paradise-Clark,06-007-2003,AQS,3,71,23,52,12
08/28/2018,66,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,54,.,66,.
08/28/2019,74,Ozone,Paradise - Airport,06-007-0007,AQS,2,74,37,40,.
08/28/2020,121,PM2.5,Paradise - Theater,06-007-2002,AQS,7,112,60,121,16
08/28/2021,163,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,112,74,163,14
08/28/2022,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,51,19,58,7
08/28/2023,50,Ozone,Paradise-Clark,06-007-2003,AQS,3,50,31,33,18
08/28/2024,80,Ozone,Paradise-Clark,06-007-2003,AQS,3,80,26,43,20
08/29/2018,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,.,56,8
08/29/2019,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,37,30,52,6
08/29/2020,148,PM2.5,Paradise - Theater,06-007-2002,AQS,7,105,67,148,9
08/29/2021,163,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,108,69,163,10
08/29/2022,54,Ozone,Chico-East Avenue,06-007-0008,AQS,2,54,32,47,8
08/29/2023,100,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,61,62,100,16
08/29/2024,87,Ozone,Paradise-Clark,06-007-2003,AQS,3,87,31,49,10
08/30/2018,61,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,61,.,61,11
08/30/2019,41,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,37,30,41,12
08/30/2020,108,PM2.5,Paradise - Theater,06-007-2002,AQS,7,61,.,108,8
08/30/2021,119,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,119,63,119,13
08/30/2022,74,Ozone,Paradise - Airport,06-007-0007,AQS,3,74,37,52,13
08/30/2023,88,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,44,49,88,6
08/30/2024,77,Ozone,Paradise-Clark,06-007-2003,AQS,2,77,40,53,10
08/31/2018,67,Ozone,Paradise - Airport,06-007-0007,AQS,3,67,.,60,14
08/31/2019,46,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,43,23,46,13
08/31/2020,127,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,77,.,127,10
08/31/2021,105,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,74,59,105,18
08/31/2022,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,29,37,7
08/31/2023,97,Ozone,Paradise - Airport,06-007-0007,AQS,3,97,52,73,15
08/31/2024,80,Ozone,Paradise-Clark,06-007-2003,AQS,2,80,29,47,7
09/13/2018,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,44,26,55,11
09/13/2019,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,51,45,63,21
09/13/2020,508,PM2.5,Chico-East Avenue,06-007-0008,AQS,55,61,251,508,13
09/13/2021,90,PM2.5,Chico-East Avenue,06-007-0008,AQS,.,87,49,90,14
09/13/2022,40,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,39,28,40,6
09/13/2023,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,49,51,54,15
09/13/2024,45,Ozone,Paradise-Clark,06-007-2003,AQS,3,45,44,34,14
09/14/2018,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,47,31,54,23
09/14/2019,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,54,28,58,10
09/14/2020,245,PM2.5,Chico-East Avenue,06-007-0008,AQS,26,97,139,245,17
09/14/2021,112,Ozone,Paradise - Airport,06-007-0007,AQS,7,112,59,108,16
09/14/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,20,43,5
09/14/2023,77,Ozone,Paradise - Airport,06-007-0007,AQS,5,77,47,53,14
09/14/2024,49,Ozone,Paradise-Clark,06-007-2003,AQS,3,49,24,41,10
09/15/2018,49,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,46,28,49,8
09/15/2019,48,Ozone,Paradise - Airport,06-007-0007,AQS,2,48,32,44,6
09/15/2020,166,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,10,101,85,166,15
09/15/2021,84,Ozone,Paradise - Airport,06-007-0007,AQS,6,84,55,79,12
09/15/2022,59,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,45,31,59,8
09/15/2023,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,51,48,53,10
09/15/2024,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,39,27,53,2
09/16/2018,46,Ozone,Paradise - Airport,06-007-0007,AQS,2,46,13,40,8
09/16/2019,35,Ozone,Paradise - Airport,06-007-0007,AQS,2,35,8,32,10
09/16/2020,153,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,84,77,153,25
09/16/2021,71,Ozone,Paradise - Airport,06-007-0007,AQS,3,71,44,61,12
09/16/2022,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,47,35,55,.
09/16/2023,48,Ozone,Paradise - Airport,06-007-0007,AQS,3,48,34,47,7
09/16/2024,47,PM2.5,Paradise-Clark,06-007-2003,AirNow,2,37,23,47,7
09/17/2018,58,Ozone,Paradise - Airport,06-007-0007,AQS,3,58,32,51,18
09/17/2019,37,Ozone,Paradise - Airport,06-007-0007,AQS,2,37,10,31,12
09/17/2020,137,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,50,83,137,13
09/17/2021,74,Ozone,Paradise - Airport,06-007-0007,AQS,.,74,44,63,16
09/17/2022,81,PM2.5,Paradise - Theater,06-007-2002,AQS,5,44,37,81,5
09/17/2023,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,24,43,2
09/17/2024,52,PM2.5,Paradise-Clark,06-007-2003,AirNow,2,41,31,52,8
09/18/2018,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,31,53,16
09/18/2019,35,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,31,7,35,7
09/18/2020,62,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,42,53,62,6
09/18/2021,49,PM2.5,Chico-East Avenue,06-007-0008,AQS,.,37,29,49,3
09/18/2022,32,Ozone,Paradise - Airport,06-007-0007,AQS,1,32,13,22,4
09/18/2023,47,Ozone,Paradise - Airport,06-007-0007,AQS,2,47,33,44,4
09/18/2024,53,PM2.5,Paradise-Clark,06-007-2003,AirNow,2,40,31,53,8
09/19/2018,61,Ozone,Paradise - Airport,06-007-0007,AQS,3,61,36,58,26
09/19/2019,30,Ozone,Paradise - Airport,06-007-0007,AQS,2,30,6,23,9
09/19/2020,79,PM2.5,Paradise - Theater,06-007-2002,AQS,6,38,40,79,12
09/19/2021,35,Ozone,Chico-East Avenue,06-007-0008,AQS,.,35,6,17,3
09/19/2022,31,Ozone,Paradise - Airport,06-007-0007,AQS,1,31,4,14,4
09/19/2023,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,38,43,10
09/19/2024,47,Ozone,Paradise-Clark,06-007-2003,AQS,3,47,25,44,8
09/20/2018,61,Ozone,Paradise - Airport,06-007-0007,AQS,5,61,42,54,15
09/20/2019,32,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,30,6,32,9
09/20/2020,141,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,58,60,141,12
09/20/2021,38,Ozone,Paradise - Airport,06-007-0007,AQS,.,38,23,24,10
09/20/2022,33,Ozone,Paradise - Airport,06-007-0007,AQS,2,33,5,17,8
09/20/2023,74,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,58,53,74,9
09/20/2024,46,Ozone,Paradise-Clark,06-007-2003,AQS,3,46,30,41,11
09/21/2018,122,Ozone,Paradise - Airport,06-007-0007,AQS,3,122,42,57,16
09/21/2019,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,10,31,16
09/21/2020,187,PM2.5,Paradise - Theater,06-007-2002,AQS,14,100,74,187,18
09/21/2021,58,Ozone,Paradise - Airport,06-007-0007,AQS,.,58,37,54,.
09/21/2022,36,Ozone,Paradise - Airport,06-007-0007,AQS,2,36,10,26,8
09/21/2023,59,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,40,45,59,7
09/21/2024,47,Ozone,Paradise-Clark,06-007-2003,AQS,3,47,27,41,8
09/22/2018,93,Ozone,Paradise - Airport,06-007-0007,AQS,3,93,36,65,9
09/22/2019,42,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,41,13,42,9
09/22/2020,139,PM2.5,Paradise - Theater,06-007-2002,AQS,6,58,51,139,9
09/22/2021,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,54,42,63,.
09/22/2022,37,Ozone,Chico-East Avenue,06-007-0008,AQS,2,37,7,16,13
09/22/2023,69,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,50,62,69,14
09/22/2024,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,47,22,52,12
09/23/2018,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,20,52,10
09/23/2019,35,Ozone,Paradise - Airport,06-007-0007,AQS,2,35,17,33,6
09/23/2020,165,PM2.5,Paradise - Theater,06-007-2002,AQS,7,51,54,165,15
09/23/2021,78,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,47,52,78,8
09/23/2022,47,Ozone,Paradise - Airport,06-007-0007,AQS,3,47,12,21,12
09/23/2023,72,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,61,41,72,7
09/23/2024,43,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,42,25,43,16
09/24/2018,60,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,49,36,60,27
09/24/2019,34,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,31,18,34,6
09/24/2020,69,PM2.5,Paradise - Theater,06-007-2002,AQS,3,29,39,69,8
09/24/2021,110,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,87,50,110,15
09/24/2022,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,14,33,11
09/24/2023,63,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,61,35,63,3
09/24/2024,46,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,44,46,46,15
09/25/2018,51,Ozone,Paradise - Airport,06-007-0007,AQS,3,51,42,46,18
09/25/2019,37,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,26,20,37,11
09/25/2020,64,PM2.5,Paradise - Theater,06-007-2002,AQS,5,35,38,64,11
09/25/2021,65,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,54,38,65,7
09/25/2022,48,Ozone,Chico-East Avenue,06-007-0008,AQS,2,48,11,23,11
09/25/2023,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,29,23,2
09/25/2024,64,Ozone,Paradise-Clark,06-007-2003,AQS,3,64,44,52,8
09/26/2018,61,Ozone,Paradise - Airport,06-007-0007,AQS,5,61,49,54,23
09/26/2019,57,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,51,36,57,16
09/26/2020,64,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,38,48,64,10
09/26/2021,43,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,43,.,43,.
09/26/2022,67,Ozone,Chico-East Avenue,06-007-0008,AQS,3,67,19,34,14
09/26/2023,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,10,22,7
09/26/2024,49,Ozone,Paradise-Clark,06-007-2003,AQS,3,49,31,39,19
09/27/2018,60,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,44,52,60,24
09/27/2019,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,33,24,51,8
09/27/2020,75,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,33,45,75,8
09/27/2021,34,Ozone,Paradise - Airport,06-007-0007,AQS,.,34,.,26,.
09/27/2022,74,Ozone,Paradise - Airport,06-007-0007,AQS,2,74,21,36,12
09/27/2023,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,19,31,.
09/27/2024,51,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,49,44,51,15
09/28/2018,112,Ozone,Paradise - Airport,06-007-0007,AQS,3,112,55,60,21
09/28/2019,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,33,9,51,3
09/28/2020,62,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,36,34,62,15
09/28/2021,34,Ozone,Chico-East Avenue,06-007-0008,AQS,.,34,20,24,4
09/28/2022,50,Ozone,Paradise - Airport,06-007-0007,AQS,2,50,22,45,10
09/28/2023,39,Ozone,Paradise - Airport,06-007-0007,AQS,.,39,33,28,.
09/28/2024,50,Ozone,Paradise-Clark,06-007-2003,AQS,3,50,28,47,12
09/29/2018,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,41,27,55,4
09/29/2019,33,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,29,5,33,6
09/29/2020,128,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,105,75,128,21
09/29/2021,37,Ozone,Paradise - Airport,06-007-0007,AQS,3,37,21,27,8
09/29/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,20,24,15
09/29/2023,38,Ozone,Paradise - Airport,06-007-0007,AQS,.,38,31,25,12
09/29/2024,45,Ozone,Paradise-Clark,06-007-2003,AQS,3,45,22,42,12
09/30/2018,40,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,40,14,40,8
09/30/2019,32,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,31,6,32,8
09/30/2020,155,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,10,100,67,155,9
09/30/2021,46,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,44,27,46,17
09/30/2022,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,19,12,14
09/30/2023,29,Ozone,Paradise - Airport,06-007-0007,AQS,.,29,6,20,4
09/30/2024,43,PM10,Chico-East Avenue,06-007-0008,AQS,3,40,43,39,16
10/13/2018,45,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,43,23,45,22
10/13/2019,64,Ozone,Paradise - Airport,06-007-0007,AQS,3,64,31,61,15
10/13/2020,62,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,.,37,41,62,15
10/13/2021,48,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,34,35,48,15
10/13/2022,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,49,51,58,14
10/13/2023,48,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,47,44,48,12
10/13/2024,61,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,32,19,61,14
10/14/2018,42,Ozone,Paradise - Airport,06-007-0007,AQS,3,42,17,34,15
10/14/2019,57,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,54,43,57,25
10/14/2020,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,.,38,45,54,1
10/14/2021,34,Ozone,Paradise - Airport,06-007-0007,AQS,3,34,24,28,13
10/14/2022,61,Ozone,Paradise - Airport,06-007-0007,AQS,5,61,54,59,23
10/14/2023,50,Ozone,Paradise - Airport,06-007-0007,AQS,3,50,25,48,10
10/14/2024,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,38,21,53,15
10/15/2018,42,Ozone,Paradise - Airport,06-007-0007,AQS,3,42,25,37,25
10/15/2019,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,58,46,58,.
10/15/2020,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,.,35,49,52,15
10/15/2021,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,44,38,58,20
10/15/2022,87,Ozone,Paradise - Airport,06-007-0007,AQS,3,87,43,55,12
10/15/2023,51,Ozone,Paradise - Airport,06-007-0007,AQS,3,51,26,48,12
10/15/2024,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,44,30,55,14
10/16/2018,46,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,44,27,46,23
10/16/2019,71,Ozone,Paradise - Airport,06-007-0007,AQS,5,71,44,57,19
10/16/2020,44,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,.,30,33,44,14
10/16/2021,60,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,54,34,60,16
10/16/2022,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,42,25,55,7
10/16/2023,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,50,32,51,17
10/16/2024,33,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,32,15,33,7
10/17/2018,61,Ozone,Paradise - Airport,06-007-0007,AQS,3,61,39,55,30
10/17/2019,37,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,36,12,37,6
10/17/2020,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,.,35,33,52,16
10/17/2021,50,Ozone,Paradise - Airport,06-007-0007,AQS,3,50,42,46,5
10/17/2022,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,46,33,52,10
10/17/2023,48,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,36,23,48,14
10/17/2024,36,Ozone,Chico-East Avenue,06-007-0008,AQS,2,36,19,17,8
10/18/2018,80,Ozone,Paradise - Airport,06-007-0007,AQS,6,80,49,60,25
10/18/2019,37,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,36,23,37,18
10/18/2020,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,.,36,22,53,13
10/18/2021,32,Ozone,Chico-East Avenue,06-007-0008,AQS,3,32,5,22,9
10/18/2022,71,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,45,34,71,17
10/18/2023,48,Ozone,Paradise - Airport,06-007-0007,AQS,5,48,34,46,12
10/18/2024,40,Ozone,Paradise-Clark,06-007-2003,AQS,3,40,19,36,16
10/19/2018,61,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,49,48,61,31
10/19/2019,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,34,19,53,14
10/19/2020,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,.,37,31,55,19
10/19/2021,38,Ozone,Paradise - Airport,06-007-0007,AQS,5,38,16,35,9
10/19/2022,56,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,45,44,56,.
10/19/2023,71,Ozone,Paradise - Airport,06-007-0007,AQS,5,71,40,70,20
10/19/2024,43,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,43,28,43,8
10/20/2018,105,Ozone,Paradise - Airport,06-007-0007,AQS,5,105,42,60,23
10/20/2019,67,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,34,11,67,13
10/20/2020,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,44,31,55,16
10/20/2021,30,Ozone,Paradise - Airport,06-007-0007,AQS,5,30,8,29,10
10/20/2022,77,Ozone,Paradise - Airport,06-007-0007,AQS,6,77,45,57,.
10/20/2023,100,Ozone,Paradise - Airport,06-007-0007,AQS,6,100,45,71,18
10/20/2024,47,Ozone,Paradise-Clark,06-007-2003,AQS,3,47,37,40,16
10/21/2018,74,Ozone,Paradise - Airport,06-007-0007,AQS,5,74,32,60,20
10/21/2019,37,Ozone,Paradise - Airport,06-007-0007,AQS,3,37,15,29,15
10/21/2020,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,40,31,53,17
10/21/2021,26,Ozone,Paradise - Airport,06-007-0007,AQS,5,26,6,22,8
10/21/2022,87,Ozone,Paradise - Airport,06-007-0007,AQS,5,87,46,57,14
10/21/2023,54,PM2.5,Paradise-Clark,06-007-2003,AQS,5,49,26,54,8
10/21/2024,61,Ozone,Paradise-Clark,06-007-2003,AQS,5,61,45,56,19
10/22/2018,73,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,58,35,73,31
10/22/2019,56,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,37,22,56,20
10/22/2020,64,PM10,Chico-East Avenue,06-007-0008,AQS,3,37,64,44,6
10/22/2021,33,Ozone,Chico-East Avenue,06-007-0008,AQS,2,33,6,15,5
10/22/2022,39,Ozone,Chico-East Avenue,06-007-0008,AQS,3,39,25,28,4
10/22/2023,35,Ozone,Paradise - Airport,06-007-0007,AQS,2,35,6,22,5
10/22/2024,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,44,46,54,14
10/23/2018,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,50,44,63,32
10/23/2019,41,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,34,26,41,14
10/23/2020,42,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,39,30,42,21
10/23/2021,31,Ozone,Paradise - Airport,06-007-0007,AQS,2,31,7,23,4
10/23/2022,35,Ozone,Paradise - Airport,06-007-0007,AQS,2,35,11,26,8
10/23/2023,33,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,33,9,33,8
10/23/2024,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,48,42,54,10
10/24/2018,70,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,64,47,70,25
10/24/2019,42,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,35,32,42,20
10/24/2020,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,46,35,51,15
10/24/2021,36,Ozone,Paradise - Airport,06-007-0007,AQS,3,36,3,11,4
10/24/2022,39,Ozone,Paradise - Airport,06-007-0007,AQS,5,39,26,28,10
10/24/2023,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,37,19,54,9
10/24/2024,42,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,41,22,42,21
10/25/2018,96,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,50,41,96,31
10/25/2019,65,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,44,31,65,26
10/25/2020,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,35,41,52,18
10/25/2021,32,Ozone,Paradise - Airport,06-007-0007,AQS,3,32,5,16,7
10/25/2022,41,Ozone,Paradise - Airport,06-007-0007,AQS,5,41,31,39,22
10/25/2023,43,PM2.5,Paradise-Clark,06-007-2003,AQS,2,31,12,43,8
10/25/2024,48,Ozone,Paradise-Clark,06-007-2003,AQS,5,48,34,39,12
10/26/2018,93,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,80,45,93,31
10/26/2019,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,36,25,58,12
10/26/2020,35,Ozone,Chico-East Avenue,06-007-0008,AQS,3,35,23,32,10
10/26/2021,28,Ozone,Paradise - Airport,06-007-0007,AQS,3,28,11,26,4
10/26/2022,37,Ozone,Paradise - Airport,06-007-0007,AQS,3,37,24,17,5
10/26/2023,34,Ozone,Paradise - Airport,06-007-0007,AQS,3,34,9,32,17
10/26/2024,49,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,47,31,49,8
10/27/2018,102,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,61,36,102,22
10/27/2019,34,Ozone,Chico-East Avenue,06-007-0008,AQS,3,34,10,29,16
10/27/2020,52,PM10,Chico-East Avenue,06-007-0008,AQS,5,42,52,44,24
10/27/2021,30,Ozone,Chico-East Avenue,06-007-0008,AQS,3,30,11,29,6
10/27/2022,42,Ozone,Paradise - Airport,06-007-0007,AQS,5,42,22,20,20
